Key	it-IT	en
TerzaGiornata-passaggio_lounge_giorno_tre-858b7252	Piiiietro: E ora vattene da camera mia, che devo creare un po' di drama tra BeBe e Dogron.	
TerzaGiornata-passaggio_lounge_giorno_tre-f22363f6	Quello: Che tema del cazzo.	
TerzaGiornata-passaggio_lounge_giorno_tre-4947bea1	YOU: Va tutto bene?	
TerzaGiornata-passaggio_lounge_giorno_tre-2a8b5e6e	Quello: Sì, sì, credo.	
TerzaGiornata-passaggio_lounge_giorno_tre-a1e740cc	YOU: Sembri arrabbiato.	
TerzaGiornata-passaggio_lounge_giorno_tre-aeee7ab3	Quello: No, che dici? La rabbia è VIETATA dal contratto lavorativo.	
TerzaGiornata-passaggio_lounge_giorno_tre-77340f2a	YOU: Questa cosa del "tutti gli umani sono scomparsi" è inquietante, non trovi?	
TerzaGiornata-passaggio_lounge_giorno_tre-94a799ad	Quello: Si sopravvive, sai?	
TerzaGiornata-passaggio_lounge_giorno_tre-f8b3db5e	Quello: Oh, scusa se sono amaro.	
TerzaGiornata-passaggio_lounge_giorno_tre-091763f7	Quello: Fa un po' strano però pensare a un tema come questo, quando tuo padre ha fatto, ha fatto delle cose orribili.	
TerzaGiornata-passaggio_lounge_giorno_tre-d8ffb817	YOU: In che senso?	
TerzaGiornata-passaggio_lounge_giorno_tre-aab0d493	YOU: Sai, anche il mio, quando è diventato uno degli Eoni...	
TerzaGiornata-passaggio_lounge_giorno_tre-9c4cf93f	YOU: Tutte noi facciamo degli errori, non trovi?	
TerzaGiornata-passaggio_lounge_giorno_tre-5cefa2c3	Quello: il Divo dice sempre che il lavoro risolve ogni problema però, ogni paura. Quindi mi metterò a cucinare. Pensavo che la scomparsa è una cosa amara, e potrei fare una treccia che è un <b>raccontare</b> la storia degli altri aspirapolvere come me.	
TerzaGiornata-passaggio_lounge_giorno_tre-59e13e99	Quello: Farla dolce ma riempirla di pezzettini di <b>Chinotto di Savona</b> che esaltino l'amaro di certe esperienze.	
TerzaGiornata-passaggio_lounge_giorno_tre-081a25f9	Quello: Un po' come quando tuo padre stermina un'intera popolazione con la sua invenzione.	
TerzaGiornata-passaggio_lounge_giorno_tre-99ae0452	YOU: O tuo padre aggiunge una dimensione spazio temporale al tuo pianeta perché ha litigato con l'altro tuo padre.	
TerzaGiornata-passaggio_lounge_giorno_tre-3fcea583	Quello: Esatto. Tu sì che mi capisci. Vado a pulire gli ingredienti del Divo e poi comincio la mia ricetta. Grazie per la comprensione!	
TerzaGiornata-passaggio_lounge_giorno_tre-a6ee462d	ilDivo: Trovami Quello, subito!	
TerzaGiornata-passaggio_lounge_giorno_tre-6e64db38	YOU: Quello chi?	
TerzaGiornata-passaggio_lounge_giorno_tre-175817e7	YOU: Starà pulendo qualcosa di tuo?	
TerzaGiornata-passaggio_lounge_giorno_tre-5ea20783	YOU: Hai capito che non lavoro per te, vero?	
TerzaGiornata-passaggio_lounge_giorno_tre-b4519790	ilDivo: Aveva sempre ragione mamma, alla fine le cose le devi fare da solo.	
TerzaGiornata-passaggio_lounge_giorno_tre-6fc19d5f	ilDivo: Che incubo poi che questa vostra lingua c'ha solo due generi da definire.	
TerzaGiornata-passaggio_lounge_giorno_tre-3efbad00	ilDivo: Non mi pagano abbastanza per tutto questo!	
TerzaGiornata-passaggio_lounge_giorno_tre-009f059d	YOU: In che senso, due generi?	
TerzaGiornata-passaggio_lounge_giorno_tre-f6321dfd	YOU: In che senso, da solo?	
TerzaGiornata-passaggio_lounge_giorno_tre-d3a0d5dc	YOU: In che senso, TI PAGANO?!?!	
TerzaGiornata-passaggio_lounge_giorno_tre-3ea641ce	ilDivo: Te lo starai chiedendo da sempre, e sì, essere ricco e famoso è dannatamente difficile. Pensa che tipo, come lo capisco se una persona mi ama?	
TerzaGiornata-passaggio_lounge_giorno_tre-8284cd79	YOU: Ma sei qui per il concorso di cucina, o per trovare l'amore?	
TerzaGiornata-passaggio_lounge_giorno_tre-6d49e2a0	ilDivo: Io? Un concorso di cucina? Ma per chi mi hai preso?!?	
TerzaGiornata-passaggio_lounge_giorno_tre-28cefa55	ilDivo: Xi Jinping ha pagato 7.759.312.650,00 di Yuan per un <b>selfie</b> con me!	
TerzaGiornata-passaggio_lounge_giorno_tre-e522018e	ilDivo: Ho imparato a ricevere <b>interviste</b> prima ancora di camminare!	
TerzaGiornata-passaggio_lounge_giorno_tre-20994c65	ilDivo: Un concorso di cucina, tsè. Ci pensa Quello a cucinare per entrambi, che ti credi?	
TerzaGiornata-passaggio_lounge_giorno_tre-38acfed7	YOU: Ooooooook, è il caso che levi le tende.	
TerzaGiornata-cucina_giorno_tre-b34ddeae	Total è	
TerzaGiornata-cucina_giorno_tre-395428ab	1	
TerzaGiornata-cucina_giorno_tre-359010b0	2	
TerzaGiornata-cucina_giorno_tre-106e83bb	3	
TerzaGiornata-cucina_giorno_tre-cad41c3a	done	
TerzaGiornata-cucina_giorno_tre-92ac409d	DOGRON: Uh, ma una persona quuuuuuuuuui ha usato la possibilità di scampare la morte, anche se ha perso! Fortunata questa persona casuale, sì sì!	
QuartaGiornata-passaggio_lounge_giorno_quattro-a5498c10	DOGRON: Coda, vieni qua! Coda, coda! Fermati! Cattiva coda, cattiva!	
QuartaGiornata-passaggio_lounge_giorno_quattro-de7d56bb	DOGRON: Ah, siamo in onda?	
QuartaGiornata-passaggio_lounge_giorno_quattro-aa87d432	DOGRON: Benvenute alla quarta e penuuuuuultima puntata di THE VERYSSIMAMENTE GOOD DOGGO BUONO BUONO DOGGO BUONO! E SHOW! Qui è il vostro conduttore preferito, vero che sono il vostro conduttore preferito?	
QuartaGiornata-passaggio_lounge_giorno_quattro-14aa0426	DOGRON: Chi è il conduuuuttore più bravo al mondo? Chi è?	
QuartaGiornata-passaggio_lounge_giorno_quattro-435461a8	DOGRON: Il tema di oggi ci riguarda tutte. Quel tema che ti viene in mente quando la tua tazza preferita si rompe, o le crocchette sono nuuuuuove e hanno un sapore inaspettato o il postino ha una divisa pulita.	
QuartaGiornata-passaggio_lounge_giorno_quattro-e1ea83b9	DOGRON: O quando prendono un cuuuuuucciolo e ti dicono che tutto rimarrà come prima ma non è vero, quel cucciolo inizia a camminare, ad andare a stuuudiare e tu ti ci sei affezionato e luuuuuuuuui si dimentica di te.	
QuartaGiornata-passaggio_lounge_giorno_quattro-bd8a7dae	DOGRON: Il tema di oggi è il cambiamento, qualcosa per accettare il cambiamento.	
QuartaGiornata-passaggio_lounge_giorno_quattro-b0d33b61	DOGRON: Un'altra grande idea della Suprema Chihuahua e del Consiglio dei Carlini.	
QuartaGiornata-passaggio_lounge_giorno_quattro-c81e4486	DOGRON: Potete chiacchierare un attimo tra voi, e poi iniziamo a cucinare.	
QuartaGiornata-passaggio_lounge_giorno_quattro-bb1effb9	DOGRON: Vieni qui, coda!	
QuartaGiornata-passaggio_lounge_giorno_quattro-10ac80e5	$	
QuartaGiornata-passaggio_lounge_giorno_quattro-deee1def	@BeBe	
QuartaGiornata-passaggio_lounge_giorno_quattro-10338ff7	@UgoEMimi	
QuartaGiornata-passaggio_lounge_giorno_quattro-f2ef8485	@Piiiietro	
QuartaGiornata-passaggio_lounge_giorno_quattro-ba80acbb	@Quello	
QuartaGiornata-passaggio_lounge_giorno_quattro-97c665a7	@ilDivo	
QuartaGiornata-passaggio_lounge_giorno_quattro-7ad668d9	UgoEMimi: Ma ciao, splendore!	
QuartaGiornata-passaggio_lounge_giorno_quattro-5dee2ccf	YOU: Signora Mimi, noto qualcosa di diverso!	
QuartaGiornata-passaggio_lounge_giorno_quattro-76e401cd	UgoEMimi: Uh, sarà il taglio di capelli. Mi sono ispirata a Venusia di <b>Mazinga</b>. Uh, sai che avevo una cotta per Tetsuya?	
QuartaGiornata-passaggio_lounge_giorno_quattro-c6bdc12b	YOU: Aveva il suo perché con quel ciuffo.	
QuartaGiornata-passaggio_lounge_giorno_quattro-74639a47	YOU: Ma il signor Ugo?	
QuartaGiornata-passaggio_lounge_giorno_quattro-93c567a6	YOU: No, intendevo il fatto che le manchi una testa, tipo.	
QuartaGiornata-passaggio_lounge_giorno_quattro-009c7c9c	UgoEMimi: Oggi mi sento così leggera, sai? Non mi capitava da tempo. Prima mi son messa a saldare un po' di prese elettriche, e ho aiutato il cameraman con un problema ai suoi circuiti androidici.	
QuartaGiornata-passaggio_lounge_giorno_quattro-5a58c64e	UgoEMimi: E per celebrare il cambiamento, come richiesto da Dogron e i suoi amici cani, credo farò una insalata russa con le <b>orecchie di Ugo</b>.	
QuartaGiornata-passaggio_lounge_giorno_quattro-fc29efba	YOU: Ricordo quelle di Eustacchio, coi funghi furono una bomba.	
QuartaGiornata-passaggio_lounge_giorno_quattro-d39daf7d	YOU: Forse conviene sentir prima che ne pensa la giuria?	
QuartaGiornata-passaggio_lounge_giorno_quattro-93082e0c	YOU: Il signor Ugo ne sentirà la mancanza?	
QuartaGiornata-passaggio_lounge_giorno_quattro-0ab607fe	UgoEMimi: Ma ora vado, tesorino, che ho un appuntamento con un certo androide. A dopo!	
QuartaGiornata-passaggio_lounge_giorno_quattro-70e0d8a1	BeBe: Accettare, certo. Ha ragione.	
QuartaGiornata-passaggio_lounge_giorno_quattro-15089966	YOU: Tutto bene, Bebe?	
QuartaGiornata-passaggio_lounge_giorno_quattro-cd0924aa	BeBe: Sì sì sì, sono solo di fretta. Il cambiamento, è importante accogliere il cambiamento. Cambiare, per le mie otto, no, sette figlie. Sette.	
QuartaGiornata-passaggio_lounge_giorno_quattro-f24aade5	YOU: Come mai citi sempre le tue figlie?	
QuartaGiornata-passaggio_lounge_giorno_quattro-7d823e46	BeBe: Perché il dovere di ogni madre è proteggerle. E se fallisce, vendicarsi. Portare il cambiamento.	
QuartaGiornata-passaggio_lounge_giorno_quattro-4555cce6	YOU: Mi devo preocuppare?	
QuartaGiornata-passaggio_lounge_giorno_quattro-291cadba	BeBe: No, tu no. Ma oggi porterò una ricetta davvero speciale, sai? Il cambiamento richiede un rischio, e per questo userò della cicuta. Un poco di <b>veleno</b>, scommettendo su quanto possa essere fatale. E il <b>collare</b> dell'assassino.	
QuartaGiornata-passaggio_lounge_giorno_quattro-8fe14c1c	YOU: Ehm, credo di aver lasciato il gatto nel forno.	
QuartaGiornata-passaggio_lounge_giorno_quattro-4562111d	YOU: Forse l'aria del pianeta ti sta facendo male?	
QuartaGiornata-passaggio_lounge_giorno_quattro-ded96fff	YOU: Ma stai sgocciolando latte?	
QuartaGiornata-passaggio_lounge_giorno_quattro-a768b5a1	BeBe: Accettare. Bisogna accettarlo tutto. A dopo, ciao.	
QuartaGiornata-passaggio_lounge_giorno_quattro-f151d46b	Piiiietro: Alla fine, se ne è andato.	
QuartaGiornata-passaggio_lounge_giorno_quattro-957cda80	YOU: Chi?	
QuartaGiornata-passaggio_lounge_giorno_quattro-30a8f553	Piiiietro: Bruiser. Mi ha lasciato una lettera, dicendomi che ha trovato una Chihuahua Suprema, e che vivrà con lei. Che ha mandato un gatto di servizio e recuperare le sue ciotole leopardate e la cuccia di raso e diamanti, e mi invita a non cercarlo.	
QuartaGiornata-passaggio_lounge_giorno_quattro-eda708e8	Piiiietro: Mi ringrazia per questi anni passati assieme, ma crede sia arrivato per lui il momento di stare con qualcuno che non si nasconde agli altri. Che non finga di essere infinito, dice.	
QuartaGiornata-passaggio_lounge_giorno_quattro-47f8b980	YOU: Che intende?	
QuartaGiornata-passaggio_lounge_giorno_quattro-8548efb1	YOU: Mi dispiace, credo?	
QuartaGiornata-passaggio_lounge_giorno_quattro-3fd311d6	YOU: Bruiser sa scrivere?!?	
QuartaGiornata-passaggio_lounge_giorno_quattro-3565063d	Piiiietro: Ha ragione, sai? Tu, tu ti mostri per come sei, al mondo?	
QuartaGiornata-passaggio_lounge_giorno_quattro-cad73548	YOU: Insomma, se le persone vedessero le doti che ho preso dal mio padre antico, verrebbero rese cieche dalla follia.	
QuartaGiornata-passaggio_lounge_giorno_quattro-e5a87ad5	YOU: Nel Culto ho imparato a nascondere chi sono, così da poter ottenere tutto.	
QuartaGiornata-passaggio_lounge_giorno_quattro-1656532c	YOU: Una volta ci ho provato. Molto alcool, polizia, qualche giorno in cella per atti osceni in luogo pubblico. Povera pecora.	
QuartaGiornata-passaggio_lounge_giorno_quattro-d3d54f8d	Piiiietro: Cavolo, hai avuto una vita interessante!	
QuartaGiornata-passaggio_lounge_giorno_quattro-84d91679	Piiiietro: La mia... Bruiser forse ha ragione, sai? Non mi vivo davvero. Devo, devo dire delle cose ad alta voce. Ma mi fa così paura farlo, cazzo.	
QuartaGiornata-passaggio_lounge_giorno_quattro-4480e545	YOU: Siamo state rapite, siamo su un pianeta grosso come un negozio Ikea, non sapremo cosa sarà di noi domani. Se non le dici oggi, quando?	
QuartaGiornata-passaggio_lounge_giorno_quattro-db016532	Piiiietro: Ma è difficile!	
QuartaGiornata-passaggio_lounge_giorno_quattro-08b60e58	YOU: Avrei un impegno...	
QuartaGiornata-passaggio_lounge_giorno_quattro-702caf2b	Piiiietro: Due minuti!	
QuartaGiornata-passaggio_lounge_giorno_quattro-6f00666a	YOU: BeBe mi sembra una portata all'ascolto, sai?	
QuartaGiornata-passaggio_lounge_giorno_quattro-4e362ced	Piiiietro: Quando deve dire il mio nome però si incarta.	
QuartaGiornata-passaggio_lounge_giorno_quattro-336efb94	Piiiietro: Stasera accoglierò anche io il cambiamento, sai? Come Bruiser. Basta con pasta al tonno in scatola. Farò della pasta con <b>tonno in scatola al naturale</b>! E lo presenterò <b>cantando</b>.	
QuartaGiornata-passaggio_lounge_giorno_quattro-ca997b93	Piiiietro: Uh, l'ho detto. Devo correre ora, a dopo!	
QuartaGiornata-passaggio_lounge_giorno_quattro-e8c1e1db	Quello: Fatti dare un abbraccio!	
QuartaGiornata-passaggio_lounge_giorno_quattro-88ea6e90	YOU: Ti trovo benissimo, Quello!	
QuartaGiornata-passaggio_lounge_giorno_quattro-f60f6090	YOU: Mmm, prima levati la polvere.	
QuartaGiornata-passaggio_lounge_giorno_quattro-832610f1	YOU: Ehm, dove metto la mano destra?	
QuartaGiornata-passaggio_lounge_giorno_quattro-e742a787	Quello: Non me l'aspettavo, ma questo percorso sta diventando un vero viaggio, sai? Un viaggio verso il <b>perdonare</b> anche chi ti ha ferito.	
QuartaGiornata-passaggio_lounge_giorno_quattro-37a4731e	Quello: Come il perdonare mio padre. Non ha inventato i roomba contro di me, contro di noi.	
QuartaGiornata-passaggio_lounge_giorno_quattro-ddfadadc	Quello: Sono state le persone, pigre, a liberarsi di noi aspirapolveri a favore di quei, quelli che sono forse miei fratelli, non trovi?	
QuartaGiornata-passaggio_lounge_giorno_quattro-0afae940	YOU: Sento solo una grande confusione in testa, ora.	
QuartaGiornata-passaggio_lounge_giorno_quattro-546a1643	YOU: Ma quindi non è il Divo tuo padre?	
QuartaGiornata-passaggio_lounge_giorno_quattro-8429d722	YOU: Non ho mai pulito casa mia, non so di cosa tu stia parlando.	
QuartaGiornata-passaggio_lounge_giorno_quattro-da76994c	Quello: E poi bisogna <b>evolversi</b>. Credo, ho, è sciocco, sai?	
QuartaGiornata-passaggio_lounge_giorno_quattro-cf5c3f3f	YOU: Quello, credo sia sciocca tutta questa situazione, se non ridicola.	
QuartaGiornata-passaggio_lounge_giorno_quattro-3140f7c7	YOU: "Sciocco" è uccidere per sbaglio Ermenegildo, e poi dimenticarsene, e portarlo a Gardaland e parlarci tutto il giorno e pagare pure il biglietto!	
QuartaGiornata-passaggio_lounge_giorno_quattro-03e3604b	YOU: Il mio cervello mi sta colando dalle orecchie ormai.	
QuartaGiornata-passaggio_lounge_giorno_quattro-7b01c629	Quello: Non riuscivo a perdonare mio padre, e così ne ho cercato un altro. Ho riposto le mie energie, la mia fiducia nel Divo. Un altro uomo arrogante.	
QuartaGiornata-passaggio_lounge_giorno_quattro-7f1b8d96	Quello: Ma io sono una persona valida in me, non trovi? Anche se ci hanno gettato tutti nei cassonetti. Anche se mio padre ha creato qualcosa per sostituirci tutti. Anche se il Divo non mi darà mai la sua approvazione.	
QuartaGiornata-passaggio_lounge_giorno_quattro-9c0c0e47	Quello: IO sono quello che deve approvarsi, e basta.	
QuartaGiornata-passaggio_lounge_giorno_quattro-13cbd0d2	YOU: Profondo, fratello!	
QuartaGiornata-passaggio_lounge_giorno_quattro-dd043992	YOU: Nel Culto questo è pensiero sovversivo, sai?	
QuartaGiornata-passaggio_lounge_giorno_quattro-c7288cda	YOU: E me, chi mi approva? Tu? Dogron? Chi?!?!?	
QuartaGiornata-passaggio_lounge_giorno_quattro-d842b1f0	Quello: Ora vado dal Divo, e gli dico che mi licenzio. E poi, vincerò questo programma!	
QuartaGiornata-passaggio_lounge_giorno_quattro-c1989337	ilDivo: Uh, la persona concorrente che preferisco! Come stai?	
QuartaGiornata-passaggio_lounge_giorno_quattro-67dc67a7	YOU: Mi ritrovo qui senza capire come. Sto andando avanti e non capisco in cosa. Come dovrei stare?!?	
QuartaGiornata-passaggio_lounge_giorno_quattro-da33e8ba	YOU: Credo di aver appena visto un cetriolo fare una dichiarazione d'amore a un cameraman morto.	
QuartaGiornata-passaggio_lounge_giorno_quattro-45fc1bd3	YOU: Non l'avrei mai detto, ma mi manca il Culto. I riti, i morti, il sangue, le fughe dagli esorcisti.	
QuartaGiornata-passaggio_lounge_giorno_quattro-ed7aba1c	ilDivo: Sicuramente hai una vita favolosa, vero?	
QuartaGiornata-passaggio_lounge_giorno_quattro-422056c6	ilDivo: Ma mai quanto la mia!	
QuartaGiornata-passaggio_lounge_giorno_quattro-97d8bba3	YOU: Te pareva.	
QuartaGiornata-passaggio_lounge_giorno_quattro-b03056d4	ilDivo: Ho trovato il vero amore. Qui, su questo minuscolo pianeta, ho capito tutto. Mi son fermato un attimo, un tiro di bamba e un momento di <b>hashtag selfcare</b> ed eccolo lì, il vero amore della mia vita!	
QuartaGiornata-passaggio_lounge_giorno_quattro-6a3425db	YOU: Bruiser?	
QuartaGiornata-passaggio_lounge_giorno_quattro-d35eced5	YOU: Ermenegildo?	
QuartaGiornata-passaggio_lounge_giorno_quattro-403054fd	YOU: La Chihuahua Suprema?	
QuartaGiornata-passaggio_lounge_giorno_quattro-509bd738	ilDivo: <b>Io, me stesso,me medesimo</b>. C'è un unico grande amore in questa vita, e posso solo essere io. Solo!	
QuartaGiornata-passaggio_lounge_giorno_quattro-e13dceb9	ilDivo: Vuoi celebrare il mio matrimonio con me stesso?	
QuartaGiornata-passaggio_lounge_giorno_quattro-8d4c123c	YOU: Mi dispiace ma devo farmi cavare le orecchie prima di continuare questo spettacolo.	
QuartaGiornata-passaggio_lounge_giorno_quattro-2290c5d6	YOU: Non posso, devo farmi cascare un riflettore in testa e sperare di morire.	
QuartaGiornata-passaggio_lounge_giorno_quattro-a288b43a	YOU: Certo, dopo aver fatto il bagno col mio amato tostapane.	
QuartaGiornata-passaggio_lounge_giorno_quattro-38e6f94d	ilDivo: Quanto mi sento amato!	
QuartaGiornata-cucina_giorno_quattro-b34ddeae	Total è	
QuartaGiornata-cucina_giorno_quattro-395428ab	1	
QuartaGiornata-cucina_giorno_quattro-359010b0	2	
QuartaGiornata-cucina_giorno_quattro-106e83bb	3	
QuartaGiornata-cucina_giorno_quattro-cad41c3a	done	
QuartaGiornata-cucina_giorno_quattro-d806d4b2	DOGRON: Uh, ma una persona qui ha usato la possibilità di scampare la morte, anche se ha perso! Fortunata questa persona casuuuuuuuale, sì sì!	
QuintaGiornata-passaggio_lounge_giorno_cinque-e80d4f47	DOGRON: No no no amiche, non sono lacrime quelle che vedete, è solo allergia al fatto che è l'uuuultima puntata.	
QuintaGiornata-passaggio_lounge_giorno_cinque-65683613	DOGRON: Sob.	
QuintaGiornata-passaggio_lounge_giorno_cinque-b1f8c853	DOGRON: L'ultima puntata di THE VERYSSIMAMENTE GOOD DOGGO BUONO BUONO DOGRON BUONO, QUALCUNO DICA A DOGRON CHE è BUUUUUUUUUUONO SHOWWWWW e si merita un pat-pat. U-u-u-u-uuuno!	
QuintaGiornata-passaggio_lounge_giorno_cinque-96e95f7e	DOGRON: Vi ricordo, finaliste, che in palio c'è la possibilità di avere un proprio mega ristorante su Nettuuuuuuuuuuuuuuuuuuuno, casualmente vicinissimo alla mia casetta senza uuuumani, e a quella del Grande Consiglio dei Carlini e della Suprema Chihuahua.	
QuintaGiornata-passaggio_lounge_giorno_cinque-07db92b3	DOGRON: Noi brave dogghe, si si.	
QuintaGiornata-passaggio_lounge_giorno_cinque-c33364a6	DOGRON: E per questo il tema di oggi, l'ultimo grande tema è:	
QuintaGiornata-passaggio_lounge_giorno_cinque-52ba9f4d	DOGRON: Un piatto che gridi al mondo che sei la migliore genitora per dogghe al mondo!	
QuintaGiornata-passaggio_lounge_giorno_cinque-072cb09b	DOGRON: Scaldate i motori, e che vinca la miglior dog queen!	
QuintaGiornata-passaggio_lounge_giorno_cinque-10ac80e5	$	
QuintaGiornata-passaggio_lounge_giorno_cinque-deee1def	@BeBe	
QuintaGiornata-passaggio_lounge_giorno_cinque-10338ff7	@UgoEMimi	
QuintaGiornata-passaggio_lounge_giorno_cinque-f2ef8485	@Piiiietro	
QuintaGiornata-passaggio_lounge_giorno_cinque-ba80acbb	@Quello	
QuintaGiornata-passaggio_lounge_giorno_cinque-97c665a7	@ilDivo	
QuintaGiornata-passaggio_lounge_giorno_cinque-f7eb31a1	UgoEMimi: Quindi: "Accabadora", "Stai zitta!", "God Save the Queer"...	
QuintaGiornata-passaggio_lounge_giorno_cinque-57337a94	YOU: Sta pregando, signora Mimi?	
QuintaGiornata-passaggio_lounge_giorno_cinque-be9f7e0d	UgoEMimi: Ah ah no tesoro, no. Stavo controllando la lista di libri che mi aveva consigliato BeBe a inizio programma, tutti titoli di <b>Michela Murgia</b>.	
QuintaGiornata-passaggio_lounge_giorno_cinque-2d7e4c79	UgoEMimi: Davvero in gamba quella Bebe, così indipendente. L'avessi conosciuta anni fa, avrei capito prima cosa significa <b>emanciparsi</b>.	
QuintaGiornata-passaggio_lounge_giorno_cinque-545aae8b	UgoEMimi: Anche se lo <b>sventramento</b> di Ugo non mi è dispiaciuto.	
QuintaGiornata-passaggio_lounge_giorno_cinque-3a9839c6	YOU: Quindi l'ha davvero ucciso?	
QuintaGiornata-passaggio_lounge_giorno_cinque-0c55e6e0	UgoEMimi: Per Ugo, eravamo alla morte celebrale già da decenni, tesorino.	
QuintaGiornata-passaggio_lounge_giorno_cinque-0f320e88	YOU: Quindi l'abbiamo mangiato ieri?	
QuintaGiornata-passaggio_lounge_giorno_cinque-3d2e55b4	UgoEMimi: Poco poco, spero non vi sia stato indigesto.	
QuintaGiornata-passaggio_lounge_giorno_cinque-d5323e95	YOU: Quindi potrebbe darmi due dritte se avessi un problema simile?	
QuintaGiornata-passaggio_lounge_giorno_cinque-120a2828	UgoEMimi: Non sarebbe mai esattamente lo stesso problema, visto che non vedo una seconda testa attaccata al tuo collo, ma la carne è pur sempre carne, no?	
QuintaGiornata-passaggio_lounge_giorno_cinque-c5ce9896	UgoEMimi: Fa strano che questo percorso stia finendo, sai? Quante cose sono cambiate!	
QuintaGiornata-passaggio_lounge_giorno_cinque-9f47fe2b	YOU: Ora aprirà il suo negozio di elettricista?	
QuintaGiornata-passaggio_lounge_giorno_cinque-77343054	UgoEMimi: Ancora non lo so. Credo di volermi prendere un anno sabbatico. Soldi, sesso, viaggi. Reiniziare la vita a 96 anni può essere un'esperienza esaltante.	
QuintaGiornata-passaggio_lounge_giorno_cinque-527648db	UgoEMimi: Ma prima devo batterti in quest'ultima giornata. A dopo tesoro!	
QuintaGiornata-passaggio_lounge_giorno_cinque-e062a28e	BeBe: Questa sì che è pace.	
QuintaGiornata-passaggio_lounge_giorno_cinque-658bae87	YOU: Che hai fatto al tuo pelo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-3f1c07a8	BeBe: Un tributo, un grande tributo.	
QuintaGiornata-passaggio_lounge_giorno_cinque-8ccb9093	YOU: Cosa c'è sulle tue zampe?	
QuintaGiornata-passaggio_lounge_giorno_cinque-cf6d0763	BeBe: Ciò che avrebbe dovuto esserci da sempre.	
QuintaGiornata-passaggio_lounge_giorno_cinque-297ea4c7	YOU: Perché hai quest'aria da dominatrix?	
QuintaGiornata-passaggio_lounge_giorno_cinque-c210ae37	BeBe: Allora inchinati a me, e prega.	
QuintaGiornata-passaggio_lounge_giorno_cinque-07086286	BeBe: Ho capito tutto, sai? Perché sono qui.	
QuintaGiornata-passaggio_lounge_giorno_cinque-395a38d7	BeBe: Cioè, sapevo perché ero qui, ma non pensavo sarebbe stato necessario tutto questo. Tutto.	
QuintaGiornata-passaggio_lounge_giorno_cinque-c0c9ee7e	BeBe: Tutti questi sacrifici.	
QuintaGiornata-passaggio_lounge_giorno_cinque-96c9d4d8	YOU: Nel Culto anche noi facciamo un sacco di sacrifici. Poi è una palla pulire però.	
QuintaGiornata-passaggio_lounge_giorno_cinque-27cbbcf4	YOU: Non ti sto seguendo. Perché sei rasata? Perché le zampe son piene di sangue? Perché mi sento su di giri?!?	
QuintaGiornata-passaggio_lounge_giorno_cinque-ccbeb4e5	YOU: Forse è il caso che me ne vada.	
QuintaGiornata-passaggio_lounge_giorno_cinque-1a0fb28c	BeBe: Oggi è l'ultimo giorno. Come ti senti?	
QuintaGiornata-passaggio_lounge_giorno_cinque-862b1fde	YOU: Non pensavo ce l'avrei fatta.	
QuintaGiornata-passaggio_lounge_giorno_cinque-7ed76a86	YOU: Vincerò quest'ultima sfida, garantito al limone!	
QuintaGiornata-passaggio_lounge_giorno_cinque-2f89bdd0	YOU: Spero che Micia non abbia evocato di nuovo Pazuzo in mia assenza.	
QuintaGiornata-passaggio_lounge_giorno_cinque-07edde38	BeBe: Comunque vada, son felice di questo incontro, di questo percorso con te. Oggi porterò qualcosa di inaspettato, a DOGRON. Qualcosa che lo lascerà tremolante, terrorizzato.	
QuintaGiornata-passaggio_lounge_giorno_cinque-258728d4	YOU: Tipo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-554217b1	BeBe: Tre doni, come i Re Magici. Come le Destiny's Child. Una storia, in fondo. Una pasta al forno, ma la pasta sarà <b>Peanutbutter</b>, il sugo il <b>giocattolo preferito</b> di DOGRON, e il forno, il <b>sacrificio</b>. Il suo.	
QuintaGiornata-passaggio_lounge_giorno_cinque-38e7ef89	BeBe: Nella, ti vendicherò finalmente!	
QuintaGiornata-passaggio_lounge_giorno_cinque-ec333982	YOU: Vuoi uccidere DOGRON?	
QuintaGiornata-passaggio_lounge_giorno_cinque-131742c8	YOU: Perché non l'hai fatto prima?	
QuintaGiornata-passaggio_lounge_giorno_cinque-49d520d2	YOU: Nella?	
QuintaGiornata-passaggio_lounge_giorno_cinque-9779c17c	BeBe: Mi libererò di lui. Mi servivano le prove. Mi serviva sapere che è stato lui a trasformare Nella, la mia dolce Nella, in una busta di arrosticini.	
QuintaGiornata-passaggio_lounge_giorno_cinque-ae93a6c1	BeBe: Il tempo del perdono è finito. Ora è giusto il momento di Beberminator!	
QuintaGiornata-passaggio_lounge_giorno_cinque-f44066ef	BeBe: Ci vediamo dall'altra parte!	
QuintaGiornata-passaggio_lounge_giorno_cinque-c8171ef6	YOU: Dove sono? Dove cazzo sono?!?!?	
QuintaGiornata-passaggio_lounge_giorno_cinque-511b5257	Piiiietro: Ehi, ti stavo cercando. Volevo ringraziarti, sai?	
QuintaGiornata-passaggio_lounge_giorno_cinque-55b69839	YOU: Uh, davvero?	
QuintaGiornata-passaggio_lounge_giorno_cinque-7eb94600	Piiiietro: Sì. Vedere qualcuno fallire così grandiosamente tutto e nemmeno rendersene conto, è stato liberatorio. Cioè: se una persona può vivere comunque immersa in così tanta mediocrità, posso pure rinunciare all'<b>idea del successo</b> e prendermi qualche rischio.	
